Time (s),Sample #,Channel A (V)
2.281009,2162,-0.023652
2.281013,2163,-0.023652
2.281016,2164,-0.023652
2.281020,2165,0.020295
2.281023,2166,-0.023652
2.281027,2167,0.020295
2.281030,2168,0.020295
2.281034,2169,-0.023652
2.281038,2170,-0.023652
2.281042,2171,-0.023652
2.281045,2172,-0.023652
2.281048,2173,-0.023652
2.281052,2174,0.020295
2.281055,2175,0.020295
2.281057,2176,0.020295
2.281060,2177,0.020295
2.281062,2178,-0.023652
2.281064,2179,-0.023652
2.281067,2180,0.020295
2.281069,2181,0.020295
2.281072,2182,0.020295
2.281074,2183,0.020295
2.281076,2184,0.020295
2.281079,2185,-0.023652
2.345756,2186,0.020295
2.345817,2187,0.020295
2.345822,2188,0.020295
2.345824,2189,-0.023652
2.345828,2190,-0.023652
2.345831,2191,0.020295
2.345834,2192,-0.023652
2.345837,2193,-0.023652
2.345840,2194,-0.023652
2.345843,2195,-0.023652
2.345845,2196,0.020295
2.345847,2197,0.020295
2.345850,2198,0.020295
2.345852,2199,0.020295
2.345855,2200,0.020295
2.345857,2201,0.020295
2.345860,2202,0.020295
2.345862,2203,0.020295
2.345865,2204,0.020295
2.345868,2205,0.020295
2.345870,2206,-0.023652
2.345873,2207,-0.023652
2.345875,2208,0.020295
2.345878,2209,-0.023652
2.345880,2210,-0.023652
2.345883,2211,-0.023652
2.345886,2212,-0.023652
2.345888,2213,0.020295
2.345890,2214,-0.023652
2.345893,2215,-0.023652
2.345895,2216,0.020295
2.345898,2217,0.020295
2.345900,2218,0.020295
2.345903,2219,0.020295
2.345905,2220,0.020295
2.345908,2221,-0.023652
2.345911,2222,0.020295
2.345913,2223,0.020295
2.345915,2224,-0.023652
2.345918,2225,-0.023652
2.345920,2226,0.020295
2.345922,2227,-0.023652
2.345925,2228,-0.023652
2.345928,2229,-0.023652
2.345930,2230,0.020295
2.345933,2231,0.020295
2.345935,2232,0.020295
2.345938,2233,-0.023652
2.345941,2234,-0.023652
2.345943,2235,-0.023652
2.411188,2236,0.020295
2.411239,2237,0.020295
2.411244,2238,0.020295
2.411247,2239,0.020295
2.411250,2240,0.020295
2.411252,2241,-0.023652
2.411256,2242,-0.023652
2.411259,2243,-0.023652
2.411262,2244,0.020295
2.411264,2245,-0.023652
2.411267,2246,-0.023652
2.411269,2247,0.020295
2.411272,2248,0.020295
2.411275,2249,-0.023652
2.411277,2250,0.020295
2.411279,2251,-0.023652
2.411282,2252,0.020295
2.411285,2253,-0.023652
2.411288,2254,0.020295
2.411290,2255,0.020295
2.411293,2256,0.020295
2.411295,2257,-0.023652
2.411297,2258,0.020295
2.411300,2259,0.020295
2.411303,2260,0.020295
2.411305,2261,-0.023652
2.411307,2262,-0.023652
2.411310,2263,-0.023652
2.411313,2264,0.020295
2.411315,2265,0.020295
2.411317,2266,0.020295
2.411320,2267,0.020295
2.411322,2268,0.020295
2.411324,2269,0.020295
2.411327,2270,-0.023652
2.411329,2271,-0.023652
2.411332,2272,0.020295
2.411334,2273,-0.023652
2.411337,2274,0.020295
2.411339,2275,0.020295
2.411342,2276,0.020295
2.411344,2277,-0.023652
2.411347,2278,0.020295
2.411349,2279,0.020295
2.411352,2280,-0.023652
2.411354,2281,0.020295
2.411356,2282,0.020295
2.411358,2283,-0.023652
2.411361,2284,0.020295
2.411363,2285,-0.023652
2.477437,2286,-0.023652
2.477474,2287,0.020295
2.477479,2288,0.020295
2.477482,2289,-0.023652
2.477485,2290,-0.023652
2.477488,2291,-0.023652
2.477491,2292,0.020295
2.477494,2293,-0.023652
2.477496,2294,-0.023652
2.477498,2295,-0.023652
2.477501,2296,0.020295
2.477504,2297,-0.023652
2.477506,2298,0.020295
2.477509,2299,0.020295
2.477511,2300,-0.023652
2.477513,2301,-0.023652
2.477516,2302,0.020295
2.477519,2303,-0.023652
2.477521,2304,0.020295
2.477524,2305,0.020295
2.477526,2306,0.020295
2.477529,2307,-0.023652
2.477531,2308,-0.023652
2.477565,2309,-0.023652
2.477568,2310,-0.023652
2.477571,2311,0.020295
2.477573,2312,0.020295
2.477575,2313,0.020295
2.477578,2314,0.020295
2.477580,2315,0.020295
2.477583,2316,0.020295
2.477585,2317,0.020295
2.477587,2318,-0.023652
2.477590,2319,0.020295
2.477592,2320,0.020295
2.477595,2321,-0.023652
2.477597,2322,0.020295
2.477600,2323,-0.023652
2.477602,2324,-0.023652
2.477605,2325,-0.023652
2.477607,2326,-0.023652
2.477610,2327,-0.023652
2.477612,2328,0.020295
2.477615,2329,-0.023652
2.477617,2330,-0.023652
2.477619,2331,-0.023652
2.477622,2332,-0.023652
2.477624,2333,-0.023652
2.477627,2334,-0.023652
2.477629,2335,0.020295
2.477632,2336,-0.023652
2.477634,2337,-0.023652
2.477637,2338,0.020295
2.477639,2339,0.020295
2.477641,2340,0.020295
2.477644,2341,0.020295
2.477646,2342,0.020295
2.477649,2343,0.020295
2.477651,2344,0.020295
2.477653,2345,-0.023652
2.477656,2346,-0.023652
2.477658,2347,0.020295
2.477660,2348,0.020295
2.477663,2349,-0.023652
2.477665,2350,-0.023652
2.477668,2351,0.020295
2.477670,2352,0.020295
2.477672,2353,0.020295
2.477675,2354,-0.023652
2.477677,2355,-0.023652
2.477679,2356,-0.023652
2.477682,2357,0.020295
2.477684,2358,-0.023652
2.477686,2359,-0.023652
2.477689,2360,-0.023652
2.477691,2361,-0.023652
2.477694,2362,0.020295
2.477696,2363,0.020295
2.477698,2364,-0.023652
2.477701,2365,0.020295
2.477703,2366,0.020295
2.477705,2367,-0.023652
2.477708,2368,-0.023652
2.477710,2369,-0.023652
2.477712,2370,-0.023652
2.477715,2371,-0.023652
2.477717,2372,0.020295
2.477720,2373,-0.023652
2.477722,2374,-0.023652
2.477724,2375,0.020295
2.477727,2376,-0.023652
2.477729,2377,0.020295
2.477731,2378,-0.023652
2.477734,2379,-0.023652
2.477736,2380,-0.023652
2.477739,2381,0.020295
2.477741,2382,-0.023652
2.477743,2383,0.020295
2.477746,2384,0.020295
2.477748,2385,-0.023652
2.543068,2386,-0.023652
2.543127,2387,0.020295
2.543134,2388,-0.023652
2.543139,2389,-0.023652
2.543143,2390,-0.023652
2.543146,2391,0.020295
2.543150,2392,-0.023652
2.543154,2393,0.020295
2.543157,2394,0.020295
2.543162,2395,-0.023652
2.543166,2396,0.020295
2.543169,2397,-0.023652
2.543173,2398,0.020295
2.543176,2399,-0.023652
2.543181,2400,0.020295
2.543184,2401,0.020295
2.543188,2402,-0.023652
2.543192,2403,-0.023652
2.543195,2404,-0.023652
2.543198,2405,0.020295
2.543201,2406,-0.023652
2.543204,2407,0.020295
2.543206,2408,-0.023652
2.543209,2409,0.020295
2.543211,2410,-0.023652
2.543214,2411,-0.023652
2.543216,2412,-0.023652
2.543219,2413,-0.023652
2.543222,2414,0.020295
2.543224,2415,-0.023652
2.543227,2416,-0.023652
2.543229,2417,0.020295
2.543231,2418,0.020295
2.543234,2419,-0.023652
2.543236,2420,-0.023652
2.543239,2421,0.020295
2.543242,2422,0.020295
2.543244,2423,0.020295
2.543246,2424,0.020295
2.543249,2425,0.020295
2.543251,2426,0.020295
2.543254,2427,0.020295
2.543256,2428,-0.023652
2.543258,2429,-0.023652
2.543262,2430,-0.023652
2.543264,2431,-0.023652
2.543267,2432,-0.023652
2.543269,2433,-0.023652
2.543271,2434,-0.023652
2.543274,2435,0.020295
2.607672,2436,0.020295
2.607705,2437,-0.023652
2.607710,2438,0.020295
2.607713,2439,0.020295
2.607716,2440,-0.023652
2.607719,2441,0.020295
2.607721,2442,0.020295
2.607724,2443,0.020295
2.607726,2444,-0.023652
2.607729,2445,0.020295
2.607731,2446,0.020295
2.607734,2447,-0.023652
2.607736,2448,0.020295
2.607739,2449,-0.023652
2.607741,2450,-0.023652
2.607744,2451,-0.023652
2.607746,2452,-0.023652
2.607749,2453,-0.023652
2.607751,2454,-0.023652
2.607753,2455,-0.023652
2.607756,2456,-0.023652
2.607758,2457,0.020295
2.607761,2458,0.020295
2.607763,2459,-0.023652
2.607766,2460,0.020295
2.607768,2461,0.020295
2.607770,2462,0.020295
2.607773,2463,-0.023652
2.607775,2464,0.020295
2.607778,2465,-0.023652
2.607781,2466,0.020295
2.607783,2467,-0.023652
2.607785,2468,-0.023652
2.607788,2469,0.020295
2.607790,2470,-0.023652
2.607792,2471,0.020295
2.607795,2472,0.020295
2.607798,2473,0.020295
2.607800,2474,-0.023652
2.607802,2475,-0.023652
2.607805,2476,0.020295
2.607807,2477,0.020295
2.607810,2478,0.020295
2.607812,2479,0.020295
2.607814,2480,-0.023652
2.607817,2481,0.020295
2.607819,2482,0.020295
2.607822,2483,0.020295
2.607824,2484,0.020295
2.607826,2485,0.020295
2.673462,2486,-0.023652
2.673530,2487,-0.023652
2.673535,2488,0.020295
2.673538,2489,-0.023652
2.673541,2490,-0.023652
2.673544,2491,-0.023652
2.673547,2492,-0.023652
2.673549,2493,0.020295
2.673552,2494,-0.023652
2.673554,2495,-0.023652
2.673557,2496,0.020295
2.673560,2497,0.020295
2.673562,2498,0.020295
2.673565,2499,-0.023652
2.673568,2500,0.020295
2.673570,2501,0.020295
2.673572,2502,0.020295
2.673575,2503,-0.023652
2.673577,2504,0.020295
2.673580,2505,0.020295
2.673583,2506,0.020295
2.673586,2507,0.020295
2.673589,2508,-0.023652
2.673591,2509,-0.023652
2.673594,2510,-0.023652
2.673596,2511,-0.023652
2.673599,2512,-0.023652
2.673601,2513,-0.023652
2.673603,2514,0.020295
2.673606,2515,-0.023652
2.673608,2516,0.020295
2.673610,2517,0.020295
2.673613,2518,0.020295
2.673615,2519,0.020295
2.673617,2520,0.020295
2.673620,2521,0.020295
2.673622,2522,0.020295
2.673625,2523,-0.023652
2.673627,2524,0.020295
2.673630,2525,0.020295
2.673632,2526,0.020295
2.673634,2527,-0.023652
2.673637,2528,0.020295
2.673639,2529,0.020295
2.673642,2530,0.020295
2.673644,2531,0.020295
2.673647,2532,-0.023652
2.673649,2533,0.020295
2.673651,2534,-0.023652
2.673654,2535,-0.023652
2.673656,2536,0.020295
2.673659,2537,0.020295
2.673661,2538,0.020295
2.673663,2539,-0.023652
2.673666,2540,0.020295
2.673668,2541,0.020295
2.673670,2542,0.020295
2.673673,2543,0.020295
2.673675,2544,0.020295
2.673677,2545,-0.023652
2.673680,2546,-0.023652
2.673682,2547,0.020295
2.673684,2548,-0.023652
2.673687,2549,-0.023652
2.673689,2550,0.020295
2.673691,2551,-0.023652
2.673694,2552,-0.023652
2.673696,2553,-0.023652
2.673699,2554,0.020295
2.673701,2555,-0.023652
2.673704,2556,0.020295
2.673706,2557,0.020295
2.673709,2558,0.020295
2.673711,2559,0.020295
2.673714,2560,-0.023652
2.673716,2561,0.020295
2.673718,2562,-0.023652
2.673721,2563,-0.023652
2.673724,2564,-0.023652
2.673726,2565,0.020295
2.673729,2566,-0.023652
2.673731,2567,0.020295
2.673734,2568,0.020295
2.673736,2569,-0.023652
2.673739,2570,-0.023652
2.673742,2571,-0.023652
2.673744,2572,0.020295
2.673746,2573,-0.023652
2.673748,2574,0.020295
2.673751,2575,-0.023652
2.673753,2576,0.020295
2.673755,2577,0.020295
2.673758,2578,0.020295
2.673760,2579,0.020295
2.673762,2580,0.020295
2.673765,2581,0.020295
2.673767,2582,-0.023652
2.673770,2583,0.020295
2.673772,2584,0.020295
2.673774,2585,0.020295
2.725288,2586,0.020295
2.725328,2587,-0.023652
2.725331,2588,0.020295
2.725332,2589,0.020295
2.725334,2590,-0.023652
2.725335,2591,-0.023652
2.725337,2592,-0.023652
2.725339,2593,0.020295
2.725340,2594,0.020295
2.725342,2595,0.020295
2.725343,2596,-0.023652
2.725344,2597,-0.023652
2.725345,2598,-0.023652
2.725347,2599,0.020295
2.725348,2600,0.020295
2.725350,2601,0.020295
2.725351,2602,0.020295
2.725352,2603,0.020295
2.725353,2604,0.020295
2.725355,2605,0.020295
2.725356,2606,0.020295
2.725357,2607,0.020295
2.725358,2608,-0.023652
2.725360,2609,-0.023652
2.725361,2610,0.020295
2.725362,2611,-0.023652
2.725363,2612,0.020295
2.725364,2613,0.020295
2.725365,2614,-0.023652
2.725366,2615,0.020295
2.725367,2616,0.020295
2.725369,2617,0.020295
2.725370,2618,-0.023652
2.725371,2619,-0.023652
2.725372,2620,0.020295
2.725373,2621,0.020295
2.725374,2622,0.020295
2.725376,2623,0.020295
2.725377,2624,0.020295
2.725378,2625,0.020295
2.725379,2626,0.020295
2.725380,2627,-0.023652
2.725381,2628,0.020295
2.725382,2629,-0.023652
2.725383,2630,0.020295
2.725385,2631,-0.023652
2.725386,2632,-0.023652
2.725387,2633,-0.023652
2.725388,2634,0.020295
2.725389,2635,0.020295
2.787946,2636,-0.023652
2.787979,2637,0.020295
2.787985,2638,0.020295
2.787989,2639,0.020295
2.787992,2640,0.020295
2.787995,2641,-0.023652
2.787999,2642,0.020295
2.788002,2643,0.020295
2.788005,2644,-0.023652
2.788009,2645,0.020295
2.788012,2646,0.020295
2.788015,2647,0.020295
2.788018,2648,-0.023652
2.788022,2649,-0.023652
2.788025,2650,0.020295
2.788028,2651,0.020295
2.788031,2652,-0.023652
2.788035,2653,-0.023652
2.788038,2654,0.020295
2.788041,2655,0.020295
2.788044,2656,0.020295
2.788048,2657,0.020295
2.788051,2658,-0.023652
2.788054,2659,0.020295
2.788057,2660,-0.023652
2.788061,2661,-0.023652
2.788064,2662,-0.023652
2.788068,2663,0.020295
2.788071,2664,-0.023652
2.788075,2665,-0.023652
2.788078,2666,-0.023652
2.788081,2667,0.020295
2.788085,2668,-0.023652
2.788088,2669,0.020295
2.788091,2670,-0.023652
2.788094,2671,-0.023652
2.788098,2672,-0.023652
2.788101,2673,0.020295
2.788104,2674,-0.023652
2.788107,2675,0.020295
2.788111,2676,-0.023652
2.788114,2677,0.020295
2.788117,2678,0.020295
2.788121,2679,0.020295
2.788124,2680,-0.023652
2.788127,2681,0.020295
2.788130,2682,0.020295
2.788133,2683,-0.023652
2.788137,2684,-0.023652
2.788140,2685,0.020295
2.849921,2686,0.020295
2.849975,2687,0.020295
2.849979,2688,0.020295
2.849982,2689,-0.023652
2.849987,2690,0.020295
2.849989,2691,-0.023652
2.849992,2692,-0.023652
2.849995,2693,-0.023652
2.849998,2694,-0.023652
2.850001,2695,0.020295
2.850003,2696,0.020295
2.850006,2697,-0.023652
2.850008,2698,0.020295
2.850011,2699,-0.023652
2.850013,2700,-0.023652
2.850016,2701,0.020295
2.850018,2702,0.020295
2.850021,2703,0.020295
2.850024,2704,-0.023652
2.850027,2705,-0.023652
2.850032,2706,0.020295
2.850036,2707,0.020295
2.850039,2708,0.020295
2.850042,2709,-0.023652
2.850045,2710,-0.023652
2.850048,2711,-0.023652
2.850051,2712,-0.023652
2.850053,2713,-0.023652
2.850056,2714,-0.023652
2.850059,2715,-0.023652
2.850062,2716,0.020295
2.850065,2717,0.020295
2.850067,2718,0.020295
2.850070,2719,0.020295
2.850073,2720,-0.023652
2.850076,2721,0.020295
2.850078,2722,0.020295
2.850081,2723,-0.023652
2.850084,2724,-0.023652
2.850087,2725,-0.023652
2.850090,2726,-0.023652
2.850093,2727,0.020295
2.850096,2728,-0.023652
2.850098,2729,0.020295
2.850101,2730,0.020295
2.850104,2731,0.020295
2.850106,2732,0.020295
2.850109,2733,0.020295
2.850112,2734,0.020295
2.850115,2735,0.020295
2.915770,2736,0.020295
2.915804,2737,-0.023652
2.915809,2738,0.020295
2.915812,2739,-0.023652
2.915814,2740,0.020295
2.915817,2741,0.020295
2.915820,2742,-0.023652
2.915822,2743,0.020295
2.915825,2744,0.020295
2.915827,2745,-0.023652
2.915830,2746,-0.023652
2.915832,2747,0.020295
2.915835,2748,0.020295
2.915837,2749,-0.023652
2.915840,2750,-0.023652
2.915842,2751,-0.023652
2.915845,2752,-0.023652
2.915847,2753,-0.023652
2.915850,2754,-0.023652
2.915852,2755,-0.023652
2.915855,2756,-0.023652
2.915857,2757,-0.023652
2.915860,2758,-0.023652
2.915863,2759,-0.023652
2.915865,2760,0.020295
2.915868,2761,0.020295
2.915870,2762,-0.023652
2.915873,2763,0.020295
2.915875,2764,-0.023652
2.915878,2765,0.020295
2.915880,2766,0.020295
2.915882,2767,-0.023652
2.915885,2768,0.020295
2.915887,2769,-0.023652
2.915890,2770,-0.023652
2.915892,2771,-0.023652
2.915894,2772,0.020295
2.915897,2773,0.020295
2.915899,2774,0.020295
2.915901,2775,-0.023652
2.915904,2776,0.020295
2.915906,2777,0.020295
2.915909,2778,0.020295
2.915911,2779,-0.023652
2.915913,2780,0.020295
2.915916,2781,-0.023652
2.915918,2782,0.020295
2.915920,2783,-0.023652
2.915923,2784,0.020295
2.915925,2785,-0.023652
2.980857,2786,-0.023652
2.980911,2787,-0.023652
2.980916,2788,-0.023652
2.980920,2789,0.020295
2.980923,2790,-0.023652
2.980926,2791,-0.023652
2.980929,2792,-0.023652
2.980932,2793,-0.023652
2.980934,2794,0.020295
2.980936,2795,0.020295
2.980939,2796,0.020295
2.980942,2797,-0.023652
2.980944,2798,0.020295
2.980947,2799,-0.023652
2.980949,2800,0.020295
2.980952,2801,0.020295
2.980954,2802,0.020295
2.980956,2803,0.020295
2.980959,2804,-0.023652
2.980961,2805,-0.023652
2.980964,2806,-0.023652
2.980966,2807,-0.023652
2.980969,2808,-0.023652
2.980972,2809,-0.023652
2.980974,2810,-0.023652
2.980977,2811,-0.023652
2.980979,2812,-0.023652
2.980982,2813,0.020295
2.980984,2814,0.020295
2.980987,2815,-0.023652
2.980990,2816,0.020295
2.980992,2817,-0.023652
2.980995,2818,0.020295
2.980997,2819,0.020295
2.981000,2820,-0.023652
2.981002,2821,-0.023652
2.981004,2822,-0.023652
2.981007,2823,0.020295
2.981009,2824,0.020295
2.981012,2825,0.020295
2.981014,2826,0.020295
2.981016,2827,-0.023652
2.981019,2828,-0.023652
2.981022,2829,-0.023652
2.981024,2830,0.020295
2.981026,2831,-0.023652
2.981028,2832,0.020295
2.981031,2833,-0.023652
2.981033,2834,0.020295
2.981036,2835,0.020295
2.981038,2836,0.020295
2.981040,2837,0.020295
2.981043,2838,0.020295
2.981045,2839,0.020295
2.981047,2840,-0.023652
2.981050,2841,0.020295
2.981052,2842,0.020295
2.981054,2843,0.020295
2.981057,2844,-0.023652
2.981059,2845,0.020295
2.981062,2846,-0.023652
2.981064,2847,0.020295
2.981067,2848,0.020295
2.981069,2849,0.020295
2.981071,2850,-0.023652
2.981074,2851,-0.023652
2.981077,2852,-0.023652
2.981080,2853,-0.023652
2.981082,2854,0.020295
2.981085,2855,0.020295
2.981087,2856,0.020295
2.981089,2857,0.020295
2.981092,2858,0.020295
2.981094,2859,-0.023652
2.981097,2860,0.020295
2.981100,2861,0.020295
2.981102,2862,0.020295
2.981104,2863,-0.023652
2.981107,2864,0.020295
2.981109,2865,0.020295
2.981111,2866,-0.023652
2.981114,2867,-0.023652
2.981116,2868,0.020295
2.981119,2869,0.020295
2.981121,2870,-0.023652
2.981123,2871,0.020295
2.981125,2872,-0.023652
2.981128,2873,-0.023652
2.981131,2874,0.020295
2.981133,2875,0.020295
2.981136,2876,0.020295
2.981138,2877,-0.023652
2.981140,2878,0.020295
2.981143,2879,-0.023652
2.981145,2880,0.020295
2.981147,2881,-0.023652
2.981150,2882,0.020295
2.981152,2883,0.020295
2.981155,2884,0.020295
2.981286,2885,0.020295
3.045327,2886,0.020295
3.045382,2887,0.020295
3.045387,2888,-0.023652
3.045390,2889,-0.023652
3.045394,2890,0.020295
3.045396,2891,-0.023652
3.045399,2892,-0.023652
3.045402,2893,0.020295
3.045404,2894,-0.023652
3.045407,2895,-0.023652
3.045410,2896,-0.023652
3.045413,2897,0.020295
3.045416,2898,0.020295
3.045418,2899,-0.023652
3.045421,2900,-0.023652
3.045423,2901,0.020295
3.045426,2902,-0.023652
3.045429,2903,0.020295
3.045431,2904,0.020295
3.045434,2905,-0.023652
3.045436,2906,-0.023652
3.045439,2907,0.020295
3.045441,2908,-0.023652
3.045444,2909,0.020295
3.045446,2910,-0.023652
3.045449,2911,-0.023652
3.045452,2912,0.020295
3.045455,2913,-0.023652
3.045457,2914,-0.023652
3.045460,2915,0.020295
3.045462,2916,0.020295
3.045464,2917,0.020295
3.045467,2918,0.020295
3.045469,2919,0.020295
3.045471,2920,0.020295
3.045474,2921,-0.023652
3.045476,2922,-0.023652
3.045479,2923,0.020295
3.045481,2924,-0.023652
3.045483,2925,-0.023652
3.045486,2926,0.020295
3.045488,2927,-0.023652
3.045490,2928,0.020295
3.045493,2929,0.020295
3.045495,2930,0.020295
3.045498,2931,-0.023652
3.045500,2932,0.020295
3.045502,2933,0.020295
3.045505,2934,0.020295
3.045507,2935,0.020295
3.095856,2936,0.020295
3.095911,2937,0.020295
3.095915,2938,-0.023652
3.095919,2939,-0.023652
3.095922,2940,-0.023652
3.095925,2941,0.020295
3.095927,2942,0.020295
3.095930,2943,0.020295
3.095933,2944,-0.023652
3.095935,2945,0.020295
3.095938,2946,-0.023652
3.095940,2947,0.020295
3.095943,2948,-0.023652
3.095945,2949,-0.023652
3.095948,2950,0.020295
3.095950,2951,-0.023652
3.095953,2952,0.020295
3.095956,2953,-0.023652
3.095958,2954,0.020295
3.095961,2955,0.020295
3.095963,2956,-0.023652
3.095966,2957,-0.023652
3.095969,2958,0.020295
3.095971,2959,-0.023652
3.095974,2960,0.020295
3.095976,2961,-0.023652
3.095979,2962,0.020295
3.095982,2963,0.020295
3.095984,2964,-0.023652
3.095987,2965,0.020295
3.095990,2966,0.020295
3.095992,2967,-0.023652
3.095995,2968,0.020295
3.095997,2969,0.020295
3.096000,2970,0.020295
3.096002,2971,-0.023652
3.096004,2972,-0.023652
3.096007,2973,0.020295
3.096009,2974,0.020295
3.096011,2975,-0.023652
3.096014,2976,0.020295
3.096017,2977,0.020295
3.096019,2978,0.020295
3.096021,2979,0.020295
3.096024,2980,0.020295
3.096026,2981,0.020295
3.096029,2982,-0.023652
3.096031,2983,0.020295
3.096034,2984,0.020295
3.096036,2985,-0.023652
3.161121,2986,0.020295
3.161164,2987,0.020295
3.161213,2988,0.020295
3.161228,2989,-0.023652
3.161232,2990,-0.023652
3.161235,2991,-0.023652
3.161238,2992,0.020295
3.161240,2993,-0.023652
3.161243,2994,-0.023652
3.161246,2995,0.020295
3.161248,2996,0.020295
3.161252,2997,-0.023652
3.161255,2998,0.020295
3.161257,2999,-0.023652
3.161260,3000,0.020295
3.161262,3001,0.020295
3.161265,3002,-0.023652
3.161267,3003,-0.023652
3.161270,3004,0.020295
3.161272,3005,0.020295
3.161275,3006,-0.023652
3.161277,3007,0.020295
3.161280,3008,-0.023652
3.161282,3009,0.020295
3.161284,3010,-0.023652
3.161287,3011,-0.023652
3.161289,3012,-0.023652
3.161292,3013,-0.023652
3.161294,3014,0.020295
3.161297,3015,-0.023652
3.161299,3016,0.020295
3.161301,3017,0.020295
3.161304,3018,0.020295
3.161306,3019,0.020295
3.161309,3020,-0.023652
3.161311,3021,0.020295
3.161313,3022,-0.023652
3.161316,3023,-0.023652
3.161318,3024,-0.023652
3.161321,3025,0.020295
3.161323,3026,0.020295
3.161325,3027,0.020295
3.161328,3028,-0.023652
3.161330,3029,0.020295
3.161333,3030,-0.023652
3.161335,3031,0.020295
3.161338,3032,0.020295
3.161340,3033,-0.023652
3.161343,3034,-0.023652
3.161345,3035,0.020295
3.215827,3036,-0.023652
3.215866,3037,-0.023652
3.215870,3038,0.020295
3.215873,3039,0.020295
3.215876,3040,-0.023652
3.215879,3041,0.020295
3.215881,3042,0.020295
3.215884,3043,0.020295
3.215887,3044,0.020295
3.215889,3045,-0.023652
3.215892,3046,0.020295
3.215894,3047,-0.023652
3.215897,3048,0.020295
3.215899,3049,-0.023652
3.215902,3050,-0.023652
3.215904,3051,-0.023652
3.215907,3052,-0.023652
3.215909,3053,-0.023652
3.215912,3054,-0.023652
3.215915,3055,0.020295
3.215917,3056,0.020295
3.215920,3057,0.020295
3.215922,3058,0.020295
3.215925,3059,-0.023652
3.215927,3060,0.020295
3.215930,3061,0.020295
3.215932,3062,0.020295
3.215934,3063,-0.023652
3.215937,3064,0.020295
3.215939,3065,-0.023652
3.215942,3066,0.020295
3.215944,3067,-0.023652
3.215947,3068,0.020295
3.215949,3069,0.020295
3.215952,3070,-0.023652
3.215954,3071,0.020295
3.215957,3072,0.020295
3.215959,3073,0.020295
3.215962,3074,0.020295
3.215965,3075,0.020295
3.215967,3076,0.020295
3.215969,3077,-0.023652
3.215972,3078,0.020295
3.215974,3079,0.020295
3.215976,3080,0.020295
3.215978,3081,0.020295
3.215981,3082,0.020295
3.215984,3083,-0.023652
3.215986,3084,0.020295
3.215988,3085,0.020295
3.267814,3086,0.020295
3.267853,3087,0.020295
3.267857,3088,0.020295
3.267860,3089,-0.023652
3.267864,3090,0.020295
3.267867,3091,0.020295
3.267870,3092,0.020295
3.267873,3093,0.020295
3.267876,3094,-0.023652
3.267879,3095,-0.023652
3.267882,3096,-0.023652
3.267885,3097,0.020295
3.267887,3098,-0.023652
3.267890,3099,0.020295
3.267893,3100,0.020295
3.267895,3101,-0.023652
3.267898,3102,-0.023652
3.267901,3103,-0.023652
3.267904,3104,0.020295
3.267907,3105,0.020295
3.267910,3106,0.020295
3.267912,3107,0.020295
3.267915,3108,0.020295
3.267917,3109,0.020295
3.267920,3110,-0.023652
3.267923,3111,0.020295
3.267925,3112,0.020295
3.267928,3113,0.020295
3.267930,3114,-0.023652
3.267933,3115,0.020295
3.267936,3116,0.020295
3.267939,3117,-0.023652
3.267941,3118,-0.023652
3.267944,3119,-0.023652
3.267947,3120,0.020295
3.267949,3121,-0.023652
3.267952,3122,0.020295
3.267955,3123,-0.023652
3.267957,3124,0.020295
3.267960,3125,0.020295
3.267962,3126,0.020295
3.267965,3127,-0.023652
3.267968,3128,-0.023652
3.267971,3129,-0.023652
3.267974,3130,-0.023652
3.267976,3131,-0.023652
3.267979,3132,0.020295
3.267982,3133,-0.023652
3.267985,3134,0.020295
3.267987,3135,-0.023652
3.267990,3136,-0.023652
3.267993,3137,-0.023652
3.267995,3138,0.020295
3.267998,3139,-0.023652
3.268000,3140,0.020295
3.268003,3141,0.020295
3.268006,3142,0.020295
3.268009,3143,0.020295
3.268011,3144,0.020295
3.268014,3145,-0.023652
3.268016,3146,0.020295
3.268019,3147,-0.023652
3.268022,3148,0.020295
3.268024,3149,-0.023652
3.268027,3150,-0.023652
3.268030,3151,-0.023652
3.268032,3152,0.020295
3.268035,3153,-0.023652
3.268038,3154,0.020295
3.268041,3155,0.020295
3.268044,3156,0.020295
3.268046,3157,-0.023652
3.268049,3158,-0.023652
3.268051,3159,0.020295
3.268054,3160,0.020295
3.268057,3161,-0.023652
3.268059,3162,-0.023652
3.268062,3163,-0.023652
3.268065,3164,0.020295
3.268067,3165,0.020295
3.268070,3166,-0.023652
3.268073,3167,0.020295
3.268076,3168,-0.023652
3.268078,3169,0.020295
3.268081,3170,-0.023652
3.268083,3171,-0.023652
3.268086,3172,-0.023652
3.268089,3173,-0.023652
3.268092,3174,0.020295
3.268094,3175,-0.023652
3.268097,3176,0.020295
3.268100,3177,0.020295
3.268102,3178,0.020295
3.268105,3179,0.020295
3.268108,3180,0.020295
3.268110,3181,0.020295
3.268113,3182,-0.023652
3.268115,3183,-0.023652
3.268118,3184,0.020295
3.268121,3185,-0.023652
3.333481,3186,0.020295
3.333516,3187,-0.023652
3.333521,3188,0.020295
3.333524,3189,-0.023652
3.333527,3190,0.020295
3.333529,3191,-0.023652
3.333532,3192,-0.023652
3.333535,3193,0.020295
3.333537,3194,-0.023652
3.333540,3195,-0.023652
3.333543,3196,-0.023652
3.333545,3197,0.020295
3.333547,3198,0.020295
3.333550,3199,0.020295
3.333552,3200,-0.023652
